16,Masculino,36,Manica,Secundária,Solteiro,5745.47,154.9,82.5,Muito insatisfeito,19/09/1988,31/05/2025,3,Sim,Necessita revisão
17,Feminino,55,Tete,Técnica,Casado,5807.14,183.7,50.8,Neutro,15/12/1969,10/06/2025,4,Sim,Necessita revisão
18,Feminino,38,Gaza,Secundária,Viúvo,6855.38,159.9,79.5,Insatisfeito,28/05/1986,20/05/2025,1,Sim,Necessita revisão
19,Masculino,44,Tete,Licenciatura,Divorciado,6492.78,176.4,49.7,Satisfeito,13/10/1980,21/06/2025,2,Não,Dados confirmados
20,Feminino,22,Niassa,Técnica,União de facto,17132.95,184.3,66.7,Insatisfeito,28/03/2002,29/12/2025,2,Não,Entrevista concluída
21,Masculino,58,Manica,Secundária,Solteiro,63334.07,160.2,92.9,Satisfeito,13/01/1966,20/01/2025,1,Não,Contacto posterior
22,Masculino,30,Zambézia,Licenciatura,Casado,18602.16,165.0,69.2,Satisfeito,02/10/1994,18/03/2025,3,Não,Entrevista concluída
23,Masculino,48,Niassa,Secundária,Viúvo,24392.73,161.7,71.3,Muito satisfeito,16/06/1976,04/07/2025,3,Sim,Entrevista concluída
24,Masculino,50,Nampula,Mestrado,União de facto,20189.4,165.5,75.5,Neutro,07/05/1974,22/03/2025,3,Sim,Necessita revisão
25,Masculino,34,Gaza,Nenhuma,Casado,16837.21,158.3,66.6,Satisfeito,03/10/1990,27/02/2025,3,Não,Entrevista concluída
26,Masculino,31,Niassa,Mestrado,União de facto,6428.3,166.3,82.4,Muito insatisfeito,26/02/1993,15/08/2025,2,Sim,Entrevista concluída
27,Masculino,30,Gaza,Primária,Solteiro,7371.63,173.5,90.1,Muito insatisfeito,21/03/1994,25/04/2025,2,Sim,Entrevista concluída
28,Masculino,18,Manica,Primária,Viúvo,11193.21,153.3,76.8,Neutro,18/09/2006,21/06/2025,0,Sim,Entrevista concluída
29,Feminino,27,Inhambane,Secundária,Divorciado,16906.35,182.8,57.4,Neutro,20/04/1997,15/03/2025,3,Não,Sem observações
30,Feminino,31,Sofala,Primária,Viúvo,8930.44,164.0,60.6,Muito insatisfeito,21/09/1993,23/11/2025,3,Não,Entrevista concluída
31,Feminino,53,Zambézia,Secundária,Solteiro,23426.25,176.9,56.6,Neutro,06/07/1971,15/04/2025,2,Não,Dados confirmados
32,Feminino,45,Inhambane,Licenciatura,Casado,13053.66,160.8,64.4,Neutro,25/08/1979,30/07/2025,1,Não,Contacto posterior
33,Feminino,28,Maputo,Primária,Casado,12446.44,167.1,65.7,Satisfeito,30/06/1996,18/10/2025,2,Não,Dados confirmados
34,Feminino,31,Maputo,Nenhuma,Solteiro,108784.76,161.3,70.5,Muito insatisfeito,10/02/1993,08/06/2025,1,Não,Sem observações
35,Masculino,43,Maputo,Secundária,Divorciado,11934.61,154.5,92.0,Muito satisfeito,11/07/1981,18/04/2025,5,Não,Entrevista concluída
36,Masculino,26,Maputo,Técnica,Viúvo,11646.22,160.7,80.3,Neutro,09/11/1998,06/03/2025,4,Sim,Contacto posterior
37,Masculino,51,Zambézia,Licenciatura,Solteiro,23541.42,167.4,73.6,Neutro,19/07/1973,02/11/2025,4,Sim,Entrevista concluída
38,Masculino,50,Manica,Primária,Solteiro,10623.45,155.4,76.4,Neutro,18/10/1974,20/06/2025,1,Não,Sem observações
39,Masculino,52,Niassa,Primária,Viúvo,14318.22,156.7,78.7,Muito insatisfeito,07/02/1972,24/01/2025,3,Sim,Contacto posterior
40,Feminino,31,Inhambane,Mestrado,Divorciado,30629.8,178.5,46.8,Satisfeito,24/09/1993,03/09/2025,3,Não,Necessita revisão
41,Feminino,19,Cabo Delgado,Primária,Casado,18386.62,167.0,71.9,Neutro,12/12/2005,23/02/2025,3,Sim,Entrevista concluída
42,Masculino,36,Nampula,Licenciatura,Divorciado,15126.55,151.0,67.7,Neutro,08/09/1988,13/08/2025,2,Não,Entrevista concluída
43,Feminino,30,Inhambane,Nenhuma,Divorciado,5393.86,166.6,68.9,Insatisfeito,18/08/1994,02/09/2025,4,Sim,Sem observações 
44,Masculino,38,Maputo,Secundária,Divorciado,35154.79,173.7,69.9,Muito satisfeito,16/12/1986,04/07/2025,0,Sim,Necessita revisão
45,Masculino,24,Manica,Secundária,Casado,46030.43,159.1,77.4,Insatisfeito,22/08/2000,12/06/2025,4,Sim,Necessita revisão
46,Feminino,65,Manica,Primária,Viúvo,26207.78,168.4,85.1,Muito satisfeito,07/04/1959,17/09/2025,3,Não,Dados confirmados
47,Masculino,35,Zambézia,Licenciatura,Casado,21196.04,180.5,66.9,Neutro,29/11/1989,05/06/2025,2,Sim,Contacto posterior
48,Feminino,44,Nampula,Primária,Viúvo,109191.08,162.1,65.7,Neutro,06/10/1980,23/07/2025,1,Não,Necessita revisão
49,Masculino,18,Sofala,Mestrado,Casado,14405.56,180.4,61.4,Muito satisfeito,22/02/2006,17/04/2025,1,Sim,Dados confirmados
50,Masculino,47,Cabo Delgado,Mestrado,Casado,15250.5,167.0,97.7,Neutro,03/11/1977,13/01/2025,2,Não,Entrevista concluída
51,Feminino,34,Tete,Primária,Casado,17699.77,166.9,35.0,Satisfeito,06/10/1990,30/04/2025,5,Não,Necessita revisão
52,Masculino,26,Nampula,Mestrado,Solteiro,49263.17,155.2,76.2,Neutro,18/11/1998,12/02/2025,2,Não,Necessita revisão
53,Masculino,38,Zambézia,Técnica,Casado,18915.55,177.0,68.9,Neutro,24/05/1986,28/09/2025,1,S,Entrevista concluída
54,Masculino,18,Zambézia,Secundária,Casado,46408.74,161.0,68.9,Insatisfeito,23/04/2006,01/09/2025,1,Não,Dados confirmados
55,Feminino,24,Maputo,Mestrado,Divorciado,37753.26,175.5,72.9,Insatisfeito,16/11/2000,21/03/2025,2,Sim,Necessita revisão
56,Masculino,31,Cabo Delgado,Licenciatura,Solteiro,18684.75,161.0,63.0,Muito insatisfeito,29/08/1993,22/05/2025,1,Não,Entrevista concluída
57,Masculino,18,Niassa,Secundária,Casado,11144.14,176.7,74.4,Muito insatisfeito,22/08/2006,28/02/2025,1,Não,Dados confirmados
58,Masculino,36,Cabo Delgado,Secundária,Casado,25238.49,166.8,62.4,Insatisfeito,01/05/1988,01/06/2025,1,Não,Dados confirmados
59,Feminino,31,Sofala,Licenciatura,Casado,17805.39,164.5,61.6,Muito satisfeito,25/03/1993,15/08/2025,3,Não,Entrevista concluída
60,Feminino,31,Sofala,Secundária,Divorciado,20349.16,154.6,72.9,Satisfeito,14/04/1993,31/07/2025,3,Sim,Dados confirmados
61,Feminino,18,Zambézia,Mestrado,Divorciado,3927.67,167.8,73.9,Muito Satisfeito,10/12/2006,06/01/2025,5,Não,Necessita revisão
62,Feminino,34,Gaza,Secundária,União de facto,8650.19,159.4,73.4,Neutro,06/09/1990,10/06/2025,1,Não,Necessita revisão
63,Masculino,26,Niassa,Licenciatura,Solteiro,6835.8,162.9,53.3,Insatisfeito,18/06/1998,07/05/2025,1,Não,Contacto posterior
64,Masculino,31,Cabo Delgado,Primária,Viúvo,25147.29,162.7,44.2,Muito insatisfeito,23/10/1993,28/12/2025,2,Sim,Sem observações
65,Feminino,30,Manica,Mestrado,Solteiro,12504.39,168.4,67.5,Muito satisfeito,24/05/1994,26/09/2025,1,Não,Necessita revisão
66,Masculino,39,Zambézia,Primária,Casado,47968.94,167.0,74.5,Insatisfeito,19/09/1985,04/10/2025,4,Não,Dados confirmados
67,Feminino,32,Cabo Delgado,secundaria,União de facto,27784.42,173.9,48.5,Muito satisfeito,08/02/1992,12/06/2025,2,Sim,Contacto posterior
68,Masculino,34,Nampula,Licenciatura,Viúvo,69007.96,175.7,74.2,Insatisfeito,21/09/1990,09/06/2025,5,Não,Dados confirmados
69,Masculino,36,Inhambane,Primária,União de facto,26214.08,153.5,35.0,Neutro,08/05/1988,07/10/2025,2,Não,Dados confirmados
70,Masculino,25,Gaza,Nenhuma,União de facto,8325.9,164.6,54.2,Neutro,24/07/1999,11/12/2025,1,Sim,Sem observações
71,Feminino,47,Niassa,Primária,União de facto,12310.52,155.5,50.7,Satisfeito,07/02/1977,06/02/2025,1,Não,Dados confirmados
72,Masculino,18,Gaza,Licenciatura,Divorciado,13370.44,169.4,70.7,Satisfeito,08/03/2006,11/11/2025,3,Sim,Necessita revisão
73,Masculino,44,Cabo Delgado,Secundária,casado,37606.76,170.4,74.9,Satisfeito,23/06/1980,15/03/2025,1,Sim,Entrevista concluída
74,Masculino,31,Inhambane,Licenciatura,União de facto,15346.32,196.5,35.0,Satisfeito,20/05/1993,27/12/2025,2,Sim,Entrevista concluída
75,Masculino,47,Maputo,Secundária,Solteiro,24052.9,155.0,82.8,Neutro,31/05/1977,26/12/2025,7,Não,Dados confirmados
76,Masculino,28,Maputo,Secundária,Viúvo,38197.72,161.2,52.9,Satisfeito,09/06/1996,25/01/2025,5,Não,Contacto posterior
77,Feminino,29,Maputo,Mestrado,Divorciado,32712.61,154.1,70.2,Satisfeito,08/07/1995,04/05/2025,3,Sim,Sem observações
78,Feminino,40,Tete,Primária,Viúvo,21321.34,156.3,37.3,Insatisfeito,01/09/1984,07/08/2025,3,Sim,Entrevista concluída
79,Masculino,37,Manica,Técnica,Divorciado,13632.57,187.0,87.6,Satisfeito,11/12/1987,20/04/2025,0,Não,Dados confirmados
80,Masculino,18,Cabo Delgado,Primária,Viúvo,21634.33,156.3,64.2,Satisfeito,24/12/2006,20/01/2025,2,Não,Necessita revisão
81,Feminino,37,Maputo,Secundária,Casado,62025.93,181.3,48.8,Satisfeito,20/11/1987,06/03/2025,3,Sim,Dados confirmados
82,Feminino,50,Tete,Primária,Casado,48291.29,169.4,88.7,Insatisfeito,23/03/1974,24/05/2025,2,Não,Contacto posterior
83,Masculino,26,Sofala,Secundária,Viúvo,15000 MZN,164.5,72.7,Satisfeito,25/04/1998,13/05/2025,0,Sim,Dados confirmados
84,Masculino,54,Manica,Licenciatura,Casado,24549.24,156.4,84.3,Muito insatisfeito,09/10/1970,28/04/2025,3,Não,Dados confirmados
85,Masculino,54,Tete,Secundária,Solteiro,24040.61,148.2,80.7,Muito satisfeito,26/06/1970,30/07/2025,3,Não,Sem observações
86,Feminino,32,Nampula,Licenciatura,União de facto,10299.52,190.3,50.2,Muito satisfeito,10/03/1992,08/10/2025,3,Não,N/A
68,Masculino,49,Cabo Delgado,Licenciatura,Casado,19000.48,139.2,88.9,Satisfeito,06/07/1975,08/03/2025,1,Não,Sem observações
88,Masculino,28,Zambézia,Licenciatura,Casado,9435.23,171.1,41.5,Muito insatisfeito,20/03/1996,13/03/2025,2,Sim,Entrevista concluída
89,Masculino,32,Zambézia,Licenciatura,União de facto,10337.0,160.1,81.7,Neutro,1992-01-24,06/08/2025,2,Sim,Sem observações
90,Feminino,18,Niassa,Licenciatura,União de facto,17240.24,153.3,75.1,Muito satisfeito,26/02/2006,29/11/2025,1,Não,Dados confirmados
91,Masculino,40,Manica,Licenciatura,Casado,6364.05,140.9,77.0,Neutro,23/04/1984,18/04/2025,3,Não,Contacto posterior
92,Feminino,21,Zambézia,Secundária,Viúvo,39016.59,148.7,64.5,Muito satisfeito,12/10/2003,12/11/2025,0,Não,Sem observações
93,Masculino,18,Inhambane,Secundária,Divorciado,34958.0,173.0,66.2,Muito satisfeito,06/07/2006,01/11/2025,1,Sim,Sem observações
94,Feminino,24,Zambézia,Licenciatura,Divorciado,17339.56,166.6,99.4,Muito insatisfeito,19/05/2000,11/08/2025,1,Não,Sem observações
95,Masculino,24,Tete,Licenciatura,Divorciado,9596.24,163.7,57.6,Satisfeito,14/07/2000,04/11/2025,3,Não,Dados confirmados
96,Masculino,41,Gaza,Licenciatura,Divorciado,100992.05,179.3,53.2,Neutro,07/11/1983,28/09/2025,0,Não,Entrevista concluída
97,Feminino,38,Maputo,Licenciatura,Casado,58464.56,250,61.0,Insatisfeito,03/05/1986,25/02/2025,6,Não,Entrevista concluída
98,Feminino,18,Inhambane,Secundária,Divorciado,14984.15,169.1,102.9,Satisfeito,24/04/2006,16/04/2025,3,Não,Dados confirmados
99,Masculino,37,Sofala,Mestrado,Divorciado,17763.3,164.1,82.3,Satisfeito,04/07/1987,25/05/2025,3,Sim,Contacto posterior
100,Masculino,22,Zambézia,Primária,Solteiro,11808.51,168.2,73.7,Muito satisfeito,27/04/2002,21/08/2025,1,Sim,Necessita revisão
101,Feminino,42,Gaza,Técnica,Casado,10687.44,179.2,82.8,Muito satisfeito,16/11/1982,11/04/2025,99,Não,Necessita revisão
102,Masculino,43,Inhambane,Secundária,Viúvo,43267.2,145.8,72.4,Satisfeito,22/05/1981,19/07/2025,1,Não,Contacto posterior
103,Feminino,40,Tete,Licenciatura,Casado,13520.48,159.1,76.2,Neutro,11/01/1984,12/09/2025,4,Não,Necessita revisão
104,Masculino,18,Manica,Primária,Solteiro,22897.89,146.8,81.7,Muito insatisfeito,03/04/2006,30/09/2025,1,Sim,Contacto posterior
105,Feminino,56,Zambézia,Licenciatura,Divorciado,15763.77,142.6,75.3,Muito satisfeito,03/12/1968,26/11/2025,1,Sim,Entrevista concluída
106,Masculino,33,Tete,Secundária,Casado,36032.49,142.1,54.1,Insatisfeito,21/08/1991,06/06/2025,2,Y,Entrevista concluída
107,Feminino,41,Niassa,Técnica,União de facto,14895.07,178.0,400,Insatisfeito,03/03/1983,16/03/2025,1,Sim,Contacto posterior
108,Feminino,28,Inhambane,Primária,União de facto,11407.72,172.2,86.5,Insatisfeito,03/05/1996,02/11/2025,2,Sim,Dados confirmados
109,Feminino,38,Gaza,Primária,Casado,18611.59,169.1,79.1,Insatisfeito,16/12/1986,12/10/2025,2,Não,Sem observações
110,Masculino,28,Gaza,Primária,Viúvo,33749.44,167.0,61.8,Neutro,01/08/1996,07/05/2025,1,Sim,Entrevista concluída
111,Feminino,36,Zambézia,Técnica,Viúvo,20542.57,156.1,58.7,Insatisfeito,01/05/1988,06/03/2025,2,Não,Entrevista concluída
112,Masculino,18,Manica,Secundária,Solteiro,15570.7,146.9,54.5,Neutro,30/09/2006,10/04/2025,1,Sim,Entrevista concluída
113,fem,26,Inhambane,Primária,União de facto,13448.36,153.6,48.0,Insatisfeito,15/04/1998,15/04/2025,4,Não,Sem observações
114,Feminino,34,Nampula,Secundária,Solteiro,39795.93,162.0,50.3,Satisfeito,29/03/1990,04/12/2025,1,Sim,Sem observações
115,Masculino,32,Zambézia,Secundária,Viúvo,22384.94,178.2,62.1,Insatisfeito,04/09/1992,15/10/2025,0,Sim,Necessita revisão
116,Feminino,27,Niassa,Técnica,Casado,13443.48,156.7,83.6,Muito insatisfeito,08/01/1997,07/04/2025,3,Sim,Necessita revisão
117,Masculino,31,Tete,Licenciatura,Solteiro,69975.32,170.4,72.1,Muito insatisfeito,20/10/1993,20/09/2025,1,Não,Entrevista concluída
118,Masculino,18,Tete,Secundária,Divorciado,35585.15,185.9,75.5,Muito satisfeito,11/11/2006,28/09/2025,2,Não,Entrevista concluída
119,Masculino,35,Cabo Delgado,Licenciatura,União de facto,42469.6,154.7,63.3,Insatisfeito,30/05/1989,18/09/2025,0,Não,Sem observações
120,Masculino,61,Sofala,Mestrado,União de facto,23433.65,162.2,60.2,Neutro,27/11/1963,06/11/2025,3,Não,Contacto posterior
121,Masculino,33,Nampula,Nenhuma,Solteiro,4844.85,171.1,72.6,Neutro,14/12/1991,03/12/2025,2,Sim,Entrevista concluída
122,Masculino,41,Gaza,Licenciatura,Viúvo,12197.44,171.1,77.1,Muito Satisfeito,02/02/1983,20/03/2025,2,Não,Dados confirmados
123,Feminino,18,Niassa,Nenhuma,União de facto,22013.11,161.4,57.4,Muito insatisfeito,02/05/2006,05/11/2025,1,Sim,Dados confirmados
124,Feminino,27,Maputo,Secundária,Divorciado,12808.36,155.9,74.2,Satisfeito,03/05/1997,15/07/2025,3,Sim,Sem observações
125,Masculino,28,Sofala,Licenciatura,Casado,16724.22,152.9,60.6,Insatisfeito,31/08/1996,13/12/2025,1,Não,Necessita revisão
126,Masculino,20,Inhambane,Licenciatura,Divorciado,5655.29,176.7,68.2,Insatisfeito,25/03/2004,31/10/2025,4,Sim,Sem observações
127,Feminino,32,Maputo,Licenciatura,Casado,40075.28,165.4,43.6,Muito insatisfeito,19/11/1992,23/06/2025,2,Sim,corrigir
128,Masculino,43,Sofala,Primária,Viúvo,9223.33,159.8,65.7,Muito satisfeito,04/10/1981,18/03/2025,3,Sim,Contacto posterior
129,Feminino,29,Sofala,Técnica,União de facto,11908.67,157.7,77.5,Muito insatisfeito,16/10/1995,17/07/2025,1,Não,Sem obs.
130,Masculino,20,Nampula,Secundária,União de facto,15438.81,153.4,55.4,Muito satisfeito,08/10/2004,14/05/2025,1,Não,Necessita revisão
131,Feminino,36,Manica,Licenciatura,Viúvo,0,175.8,69.6,Insatisfeito,07/05/1988,23/03/2025,2,Não,Sem observações
132,Feminino,40,Niassa,Licenciatura,União de facto,9852.62,149.9,62.0,Muito insatisfeito,01/12/1984,04/01/2025,1,Não,Necessita revisão
133,Feminino,18,Manica,Primária,União de facto,57546.24,170.6,76.5,Satisfeito,31/03/2006,19/11/2025,2,Não,Dados confirmados
134,Masculino,34,Sofala,Secundária ,União de facto,11362.26,157.5,47.4,Insatisfeito,02/10/1990,20/12/2025,1,Não,Contacto posterior
135,Feminino,45,Gaza,Nenhuma,Viúvo,24858.44,173.4,83.4,Satisfeito,19/02/1979,09/11/2025,1,Sim,Sem observações
136,Masculino,20,Maputo,Primária,Solteiro,10417.26,171.9,74.1,Muito insatisfeito,20/02/2004,28/05/2025,0,Sim,Entrevista concluída
137,Feminino,29,Nampula,Técnica,Viúvo,11930.03,163.2,54.4,Muito satisfeito,21/05/1995,05/02/2025,0,Sim,Necessita revisão
138,Feminino,27,Inhambane,Técnica,Viúvo,12679.24,167.3,65.5,Neutro,10/12/1997,16/08/2025,2,Não,Sem observações
139,Masculino,45,Gaza,Licenciatura,Viúvo,12139.97,"154,2",57.0,Muito satisfeito,12/01/1979,29/09/2025,2,Sim,Dados confirmados
140,Masculino,20,Inhambane,Nenhuma,Viúvo,26712.55,159.8,59.9,Satisfeito,08/12/2004,07/04/2025,3,Sim,Dados confirmados
141,Feminino,30,Maputo ,Primária,Casado,24353.3,183.6,57.6,Insatisfeito,09/06/1994,15/05/2025,2,Não,Contacto posterior
142,Feminino,40,Sofala,Secundária,Viúvo,55655.09,159.6,83.1,Satisfeito,28/12/1984,12/16/2025,3,Sim,Sem observações
143,Feminino,25,Maputo,Mestrado,Casado,29252.24,174.8,50.1,Insatisfeito,18/07/1999,18/12/2025,4,Sim,Contacto posterior
144,Feminino,38,Tete,Primária,Viúvo,34308.94,187.0,93.9,Insatisfeito,08/10/1986,04/01/2025,2,Não,Sem observações
145,Feminino,42,Inhambane,Mestrado,Divorciado,32474.92,167.5,74.9,Muito insatisfeito,30/07/1982,04/05/2025,1,Não,Sem observações
146,Feminino,52,Maputo,Primária,Casado ,51225.27,181.7,61.7,Neutro,05/07/1972,19/10/2025,2,Sim,Contacto posterior
147,Feminino,38,Nampula,Secundária,Casado,17684.75,148.2,55.1,Satisfeito,19/01/1986,20/01/2025,3,Não,Necessita revisão
148,Masculino,29,Zambézia,Licenciatura,Casado,15815.13,154.2,69.2,Satisfeito,17/03/1995,01/11/2025,1,Não,Contacto posterior
149,Masculino,120,Niassa,Licenciatura,Viúvo,9380.07,168.2,59.9 kg,Neutro,09/01/1979,27/07/2025,2,Não,Entrevista concluída
150,Masculino,25,Gaza,Primária,Casado,5802.03,158.2,70.6,Neutro,10/05/1999,29/10/2025,1,Não,Necessita revisão
151,Feminino,29,Manica,Secundária,Viúvo,8385.38,156.2,68.7,Satisfeito,29/09/1995,08/10/2025,0,Não,Contacto posterior
152,Masculino,18,Gaza,Secundária,Solteiro,17688.72,167.4,61.1,Insatisfeito,12/12/2006,29/08/2025,4,Não,Dados confirmados
153,Feminino,36,Gaza,Secundária,Casado,20753.94,153.7,84.8,Insatisfeito,21/12/1988,04/08/2025,1,Sim,Necessita revisão
154,Feminino,40,Gaza,Licenciatura,União de facto,13717.33,161.2,66.4,Neutro,07/09/1984,29/07/2025,1,Sim,Dados confirmados
155,Masculino,34,Gaza,Secundária,Divorciado,7651.69,182.5,78.0,Muito insatisfeito,31/01/1990,28/01/2025,1,Sim,Sem observações
156,Masculino,47,Gaza,Secundária,Solteiro,16955.88,160.5,75.5,Muito satisfeito,08/12/1977,08/08/2025,2,Não,Contacto posterior
157,Feminino,55,Gaza,Desconhecido,Casado,13051.64,174.4,77.7,Neutro,27/10/1969,25/04/2025,1,Sim,Necessita revisão
158,Masculino,20,Cabo Delgado,Licenciatura,Casado,20246.88,168.9,72.1,Muito insatisfeito,29/10/2004,28/11/2025,2,Não,Necessita revisão
159,Feminino,33,Tete,Nenhuma,Divorciado,8461.48,169.3,66.5,Insatisfeito,13/03/1991,22/03/2025,1,sim,Dados confirmados
160,Feminino,25,Sofala,Licenciatura,União de facto,12851.06,151.7,75.2,Muito insatisfeito,03/12/1999,23/11/2025,4,Sim,Contacto posterior
161,Feminino,43,Nampula,Licenciatura,União de facto,11765.92,160.6,98.4,Insatisfeito,02/09/1981,10/09/2025,2,Não,Necessita revisão
162,Masculino,34,Cabo Delgado,Primária,União de facto,81724.98,153.7,40.4,Neutro,06/10/1990,04/02/2025,1,Sim,Dados confirmados
163,Feminino,30,Manica,Secundária,Divorciado,19720.46,173.0,66.2,Muito satisfeito,19/04/1994,05/04/2025,4,Não,Sem observações
164,Masculino,23,Inhambane,Licenciatura,Solteiro,31485.82,157.8,59.4,Insatisfeito,23/11/2001,13/02/2025,2,Não,Necessita revisão
165,Feminino,18,Manica,Primária,Casado,9313.91,168.7,78.5,Satisfeito,12/08/2006,30/08/2025,2,Não,Dados confirmados
166,Feminino,36,Gaza,Mestrado,Solteiro,MZN 15000,144.8,69.1,Muito satisfeito,28/11/1988,07/06/2025,4,Sim,Contacto posterior
167,Feminino,35,Gaza,Técnica,União de facto,17389.1,169.0,70.7,Insatisfeito,30/06/1989,22/09/2025,3,Sim,Sem observações
168,Masculino,42,Sofala,Primária,Solteiro,16960.84,169.2,64.6,Neutro,23/03/1982,16/05/2025,1,Sim,Contacto posterior
169,Feminino,32,Gaza,Secundária,Viúvo,45875.77,151.1,72.4,Insatisfeito,29/09/1992,13/11/2025,1,Não,Contacto posterior
170,Feminino,35,Cabo Delgado,Secundária,Viúvo,18097.35,151.6,69.2,Satisfeito,18/12/1989,17/03/2025,4,Sim,Dados confirmados
171,Masculino,46,Manica,Nenhuma,União de facto,5810.61,165.6,92.0,Muito insatisfeito,06/08/1978,31/08/2025,1,Não,Entrevista concluída
172,Masculino,20,Manica,Primária,Casado,3208.41,174.5,88.5,Satisfeito,05/09/2004,08/09/2025,1,Não,sem observacao
173,Masculino,46,Sofala,Técnica,Solteiro,,163.8,35.0,6,31/08/1978,12/08/2025,1,Sim,Sem observações
174,Masculino,34,Tete,Licenciatura,Viúvo,22209.9,166.9,37.5,Neutro,08/04/1990,26/09/2025,1,Sim,Sem observações
175,Feminino,50,Nampula,Licenciatura,União de facto,32841.35,169.4,82.6,Neutro,06/02/1974,03/07/2025,5,Não,Sem observações
176,Masculino,70,Sofala,Primária,Divorciado,31929.18,185.0,92.3,Insatisfeito,08/10/1954,16/03/2025,0,Não,Contacto posterior
177,Feminino,31,Inhambane,Técnica,Divorciado,40361.97,155.8,65.8,Muito satisfeito,20/04/1993,28/03/2025,2,Não,Dados confirmados
178,Feminino,37,Cabo Delgado,Técnica,Solteiro,12043.14,142.8,77.6,Muito insatisfeito,1987-11-10,22/01/2025,0,Não,Entrevista concluída
179,Masculino,29,Cabo Delgado,Mestrado,Divorciado,23714.78,166.1,53.5,Muito satisfeito,24/03/1995,22/12/2025,2,Unknown,Entrevista concluída
180,Feminino,45,Zambézia,Técnica,Solteiro,12442.78,170.4,57.5,Satisfeito,31/03/1979,01/01/2026,0,Sim,Entrevista concluída
181,,47,Sofala,Licenciatura,Viúvo,35656.88,158.1,61.0,Neutro,06/04/1977,01/01/2027,0,Sim,Entrevista concluída
182,Masculino,28,Zambézia,Secundária,Divorciado,16341.66,157.3,52.1,Muito satisfeito,21/06/1996,16/02/2025,1,Não,Dados confirmados
183,Feminino,59,Niassa,Nenhuma,União de facto,16190.82,177.4,81.5,muito satisfeito,24/02/1965,11/12/2025,4,Sim,Necessita revisão
184,Masculino,51,Maputo,Primária,Solteiro,8686.44,171.7,68.2,Insatisfeito,10/11/1973,04/05/2025,3,Não,Necessita revisão
185,Feminino,38,Nampula,Primária,Viúvo,50836.45,160.3,69.4,Neutro,07/04/1986,30/12/2025,4,Não,Necessita revisão
186,Masculino,33,Cabo Delgado,Secundária,União de facto,7848.36,158.2,74.5,Satisfeito,12/09/1991,30/08/2025,1,Sim,Sem observações
187,Masculino,33,Niassa,Primária,Divorciado,35932.92,160.0,49.9,Muito insatisfeito,22/05/1991,22/05/2025,1,Não,Necessita revisão
188,Feminino,59,Gaza,Licenciatura,União de facto,14562.28,157.7,72.7,Muito insatisfeito,12/05/1965,01/05/2025,3,Não,Necessita revisão
189,Feminino,39,Cabo Delgado,Nenhuma,Viúvo,17498.05,165.2,91.0,Muito satisfeito,26/11/1985,22/02/2025,3,Sim,Entrevista concluída
190,Feminino,27,Maputo,Secundária,Solteiro,15935.18,155.6,74.6,Insatisfeito,24/08/1997,07/12/2025,3,Sim,Entrevista concluída
191,Feminino,29,Maputo,Primária,Separado,24288.79,163.6,65.0,Muito insatisfeito,09/08/1995,14/11/2025,4,Não,Dados confirmados
